2021-12-21T08:58:38-03:00	27.44	DS18B20-Celsius
2021-12-21T08:58:43-03:00	27.44	DS18B20-Celsius
2021-12-21T08:58:49-03:00	27.44	DS18B20-Celsius
2021-12-21T08:58:55-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:00-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:06-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:11-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:17-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:23-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:28-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:34-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:40-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:45-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:51-03:00	27.44	DS18B20-Celsius
2021-12-21T08:59:56-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:02-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:08-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:13-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:19-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:25-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:30-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:36-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:42-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:47-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:53-03:00	27.44	DS18B20-Celsius
2021-12-21T09:00:58-03:00	27.44	DS18B20-Celsius
2021-12-21T09:01:04-03:00	27.44	DS18B20-Celsius
2021-12-21T09:01:10-03:00	27.44	DS18B20-Celsius
2021-12-21T09:01:15-03:00	27.44	DS18B20-Celsius
2021-12-21T09:01:21-03:00	27.44	DS18B20-Celsius
2021-12-21T09:01:27-03:00	27.50	DS18B20-Celsius
2021-12-21T09:01:32-03:00	27.50	DS18B20-Celsius
2021-12-21T09:01:38-03:00	27.50	DS18B20-Celsius
2021-12-21T09:01:43-03:00	27.44	DS18B20-Celsius
2021-12-21T09:01:49-03:00	27.50	DS18B20-Celsius
2021-12-21T09:01:55-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:00-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:06-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:12-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:17-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:23-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:28-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:34-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:40-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:45-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:51-03:00	27.50	DS18B20-Celsius
2021-12-21T09:02:57-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:02-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:08-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:13-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:19-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:25-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:30-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:36-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:42-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:47-03:00	27.50	DS18B20-Celsius
2021-12-21T09:03:53-03:00	27.56	DS18B20-Celsius
2021-12-21T09:03:58-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:04-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:10-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:15-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:21-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:27-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:32-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:38-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:44-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:49-03:00	27.50	DS18B20-Celsius
2021-12-21T09:04:55-03:00	27.50	DS18B20-Celsius
2021-12-21T09:05:00-03:00	27.50	DS18B20-Celsius
2021-12-21T09:05:06-03:00	27.50	DS18B20-Celsius
2021-12-21T09:05:12-03:00	27.50	DS18B20-Celsius
2021-12-21T09:05:17-03:00	27.50	DS18B20-Celsius
2021-12-21T09:05:23-03:00	27.50	DS18B20-Celsius
2021-12-21T09:05:29-03:00	27.50	DS18B20-Celsius
