2021-12-13T10:10:24-03:00	27.81	DS18B20-Celsius
2021-12-13T10:10:30-03:00	27.81	DS18B20-Celsius
2021-12-13T10:10:36-03:00	27.75	DS18B20-Celsius
2021-12-13T10:10:41-03:00	27.75	DS18B20-Celsius
2021-12-13T10:10:47-03:00	27.81	DS18B20-Celsius
2021-12-13T10:10:52-03:00	27.81	DS18B20-Celsius
2021-12-13T10:10:58-03:00	27.75	DS18B20-Celsius
2021-12-13T10:11:04-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:09-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:15-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:21-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:26-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:32-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:37-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:43-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:49-03:00	27.81	DS18B20-Celsius
2021-12-13T10:11:54-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:00-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:06-03:00	27.87	DS18B20-Celsius
2021-12-13T10:12:11-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:17-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:22-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:28-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:34-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:39-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:45-03:00	27.87	DS18B20-Celsius
2021-12-13T10:12:51-03:00	27.81	DS18B20-Celsius
2021-12-13T10:12:56-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:02-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:07-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:13-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:19-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:24-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:30-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:36-03:00	27.87	DS18B20-Celsius
2021-12-13T10:13:41-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:47-03:00	27.81	DS18B20-Celsius
2021-12-13T10:13:52-03:00	27.81	DS18B20-Celsius
