2022-01-05T10:11:05-03:00	462	31	63	SCD30
2022-01-05T10:11:07-03:00	463	31	63	SCD30
2022-01-05T10:11:09-03:00	462	31	63	SCD30
2022-01-05T10:11:11-03:00	463	31	63	SCD30
2022-01-05T10:11:13-03:00	463	31	63	SCD30
2022-01-05T10:11:15-03:00	463	31	63	SCD30
2022-01-05T10:11:17-03:00	463	31	63	SCD30
2022-01-05T10:11:20-03:00	463	31	63	SCD30
2022-01-05T10:11:22-03:00	463	31	63	SCD30
2022-01-05T10:11:24-03:00	463	31	63	SCD30
2022-01-05T10:11:26-03:00	463	31	63	SCD30
2022-01-05T10:11:28-03:00	463	31	63	SCD30
2022-01-05T10:11:30-03:00	463	31	63	SCD30
2022-01-05T10:11:32-03:00	463	31	63	SCD30
2022-01-05T10:11:34-03:00	464	31	63	SCD30
2022-01-05T10:11:36-03:00	464	31	63	SCD30
2022-01-05T10:11:38-03:00	465	31	63	SCD30
2022-01-05T10:11:40-03:00	464	31	63	SCD30
2022-01-05T10:11:43-03:00	464	31	63	SCD30
2022-01-05T10:11:45-03:00	463	31	63	SCD30
2022-01-05T10:11:47-03:00	463	31	63	SCD30
2022-01-05T10:11:49-03:00	463	31	63	SCD30
2022-01-05T10:11:51-03:00	462	31	63	SCD30
2022-01-05T10:11:53-03:00	462	31	63	SCD30
2022-01-05T10:11:56-03:00	461	31	63	SCD30
2022-01-05T10:11:58-03:00	460	31	63	SCD30
2022-01-05T10:12:00-03:00	461	31	63	SCD30
2022-01-05T10:12:02-03:00	460	31	63	SCD30
2022-01-05T10:12:04-03:00	460	31	63	SCD30
2022-01-05T10:12:06-03:00	459	31	63	SCD30
2022-01-05T10:12:08-03:00	458	31	63	SCD30
2022-01-05T10:12:10-03:00	457	31	63	SCD30
2022-01-05T10:12:12-03:00	457	31	63	SCD30
2022-01-05T10:12:14-03:00	457	31	63	SCD30
2022-01-05T10:12:16-03:00	457	31	63	SCD30
2022-01-05T10:12:18-03:00	457	31	63	SCD30
2022-01-05T10:12:21-03:00	457	31	63	SCD30
2022-01-05T10:12:23-03:00	458	31	63	SCD30
2022-01-05T10:12:25-03:00	459	31	63	SCD30
2022-01-05T10:12:27-03:00	458	31	63	SCD30
2022-01-05T10:12:29-03:00	459	31	64	SCD30
2022-01-05T10:12:31-03:00	459	31	64	SCD30
2022-01-05T10:12:34-03:00	458	31	64	SCD30
2022-01-05T10:12:36-03:00	459	31	64	SCD30
2022-01-05T10:12:38-03:00	459	31	64	SCD30
2022-01-05T10:12:40-03:00	459	31	64	SCD30
2022-01-05T10:12:42-03:00	459	31	64	SCD30
2022-01-05T10:12:44-03:00	460	31	64	SCD30
2022-01-05T10:12:46-03:00	461	31	64	SCD30
2022-01-05T10:12:48-03:00	461	31	64	SCD30
2022-01-05T10:12:50-03:00	462	31	64	SCD30
2022-01-05T10:12:52-03:00	463	31	64	SCD30
2022-01-05T10:12:54-03:00	463	31	64	SCD30
2022-01-05T10:12:56-03:00	462	31	64	SCD30
2022-01-05T10:12:58-03:00	462	31	64	SCD30
2022-01-05T10:13:01-03:00	462	31	64	SCD30
2022-01-05T10:13:03-03:00	463	31	64	SCD30
2022-01-05T10:13:05-03:00	464	31	63	SCD30
2022-01-05T10:13:07-03:00	466	31	63	SCD30
2022-01-05T10:13:09-03:00	472	31	63	SCD30
2022-01-05T10:13:11-03:00	482	31	63	SCD30
2022-01-05T10:13:14-03:00	512	31	63	SCD30
2022-01-05T10:13:16-03:00	509	31	63	SCD30
2022-01-05T10:13:18-03:00	514	31	63	SCD30
2022-01-05T10:13:20-03:00	517	31	63	SCD30
2022-01-05T10:13:22-03:00	506	31	63	SCD30
2022-01-05T10:13:24-03:00	504	31	63	SCD30
2022-01-05T10:13:26-03:00	504	31	63	SCD30
2022-01-05T10:13:28-03:00	494	31	63	SCD30
2022-01-05T10:13:30-03:00	495	31	63	SCD30
2022-01-05T10:13:32-03:00	492	31	63	SCD30
2022-01-05T10:13:34-03:00	492	31	63	SCD30
2022-01-05T10:13:36-03:00	494	31	63	SCD30
2022-01-05T10:13:39-03:00	495	31	63	SCD30
2022-01-05T10:13:41-03:00	495	31	63	SCD30
2022-01-05T10:13:43-03:00	497	31	63	SCD30
2022-01-05T10:13:45-03:00	497	31	63	SCD30
2022-01-05T10:13:47-03:00	496	31	63	SCD30
2022-01-05T10:13:49-03:00	494	31	63	SCD30
2022-01-05T10:13:52-03:00	494	31	63	SCD30
2022-01-05T10:13:54-03:00	492	31	63	SCD30
2022-01-05T10:13:56-03:00	492	31	63	SCD30
2022-01-05T10:13:58-03:00	491	31	63	SCD30
2022-01-05T10:14:00-03:00	490	31	63	SCD30
2022-01-05T10:14:02-03:00	490	31	63	SCD30
2022-01-05T10:14:04-03:00	490	32	63	SCD30
2022-01-05T10:14:06-03:00	491	32	63	SCD30
2022-01-05T10:14:08-03:00	492	32	63	SCD30
2022-01-05T10:14:10-03:00	492	31	63	SCD30
2022-01-05T10:14:12-03:00	493	32	63	SCD30
2022-01-05T10:14:15-03:00	494	32	63	SCD30
2022-01-05T10:14:17-03:00	496	32	63	SCD30
2022-01-05T10:14:19-03:00	497	32	63	SCD30
2022-01-05T10:14:21-03:00	497	32	63	SCD30
2022-01-05T10:14:23-03:00	497	32	63	SCD30
2022-01-05T10:14:25-03:00	498	32	63	SCD30
2022-01-05T10:14:27-03:00	498	32	63	SCD30
2022-01-05T10:14:30-03:00	498	32	63	SCD30
2022-01-05T10:14:32-03:00	498	32	63	SCD30
2022-01-05T10:14:34-03:00	498	32	63	SCD30
2022-01-05T10:14:36-03:00	497	32	63	SCD30
2022-01-05T10:14:38-03:00	498	32	63	SCD30
2022-01-05T10:14:40-03:00	498	32	63	SCD30
2022-01-05T10:14:42-03:00	499	32	63	SCD30
2022-01-05T10:14:44-03:00	498	32	63	SCD30
2022-01-05T10:14:46-03:00	498	32	63	SCD30
2022-01-05T10:14:48-03:00	498	32	63	SCD30
2022-01-05T10:14:50-03:00	497	32	63	SCD30
2022-01-05T10:14:53-03:00	497	32	63	SCD30
2022-01-05T10:14:55-03:00	498	32	63	SCD30
2022-01-05T10:14:57-03:00	497	32	63	SCD30
2022-01-05T10:14:59-03:00	496	32	63	SCD30
2022-01-05T10:15:01-03:00	495	32	63	SCD30
2022-01-05T10:15:03-03:00	494	32	63	SCD30
2022-01-05T10:15:05-03:00	494	32	63	SCD30
2022-01-05T10:15:08-03:00	492	32	63	SCD30
2022-01-05T10:15:10-03:00	491	32	63	SCD30
2022-01-05T10:15:12-03:00	490	32	63	SCD30
2022-01-05T10:15:14-03:00	489	32	63	SCD30
2022-01-05T10:15:16-03:00	490	31	63	SCD30
2022-01-05T10:15:18-03:00	490	32	63	SCD30
2022-01-05T10:15:20-03:00	489	31	63	SCD30
2022-01-05T10:15:22-03:00	488	32	63	SCD30
2022-01-05T10:15:24-03:00	487	31	63	SCD30
2022-01-05T10:15:27-03:00	486	32	63	SCD30
2022-01-05T10:15:29-03:00	486	32	63	SCD30
2022-01-05T10:15:31-03:00	485	31	63	SCD30
2022-01-05T10:15:33-03:00	484	32	63	SCD30
2022-01-05T10:15:35-03:00	484	32	63	SCD30
2022-01-05T10:15:37-03:00	484	32	63	SCD30
2022-01-05T10:15:39-03:00	484	32	63	SCD30
2022-01-05T10:15:41-03:00	486	32	63	SCD30
2022-01-05T10:15:43-03:00	499	31	64	SCD30
2022-01-05T10:15:46-03:00	512	31	64	SCD30
2022-01-05T10:15:48-03:00	534	31	65	SCD30
2022-01-05T10:15:50-03:00	552	31	65	SCD30
2022-01-05T10:15:52-03:00	891	31	66	SCD30
2022-01-05T10:15:54-03:00	1156	31	65	SCD30
2022-01-05T10:15:56-03:00	1219	31	65	SCD30
2022-01-05T10:15:58-03:00	1181	31	65	SCD30
2022-01-05T10:16:00-03:00	1169	31	65	SCD30
2022-01-05T10:16:03-03:00	1151	31	64	SCD30
2022-01-05T10:16:05-03:00	1124	31	64	SCD30
2022-01-05T10:16:07-03:00	1107	31	64	SCD30
2022-01-05T10:16:09-03:00	1100	31	64	SCD30
2022-01-05T10:16:11-03:00	1089	31	64	SCD30
2022-01-05T10:16:13-03:00	1071	31	64	SCD30
2022-01-05T10:16:15-03:00	1060	31	64	SCD30
2022-01-05T10:16:17-03:00	1049	31	64	SCD30
2022-01-05T10:16:19-03:00	1026	31	64	SCD30
2022-01-05T10:16:21-03:00	982	32	64	SCD30
2022-01-05T10:16:23-03:00	938	32	64	SCD30
2022-01-05T10:16:26-03:00	882	32	64	SCD30
2022-01-05T10:16:28-03:00	846	31	63	SCD30
2022-01-05T10:16:30-03:00	803	31	63	SCD30
2022-01-05T10:16:32-03:00	778	32	63	SCD30
2022-01-05T10:16:34-03:00	751	32	63	SCD30
2022-01-05T10:16:36-03:00	714	32	63	SCD30
2022-01-05T10:16:39-03:00	671	32	63	SCD30
2022-01-05T10:16:41-03:00	631	32	63	SCD30
2022-01-05T10:16:43-03:00	592	32	63	SCD30
2022-01-05T10:16:45-03:00	593	32	63	SCD30
2022-01-05T10:16:47-03:00	575	32	63	SCD30
2022-01-05T10:16:49-03:00	575	32	63	SCD30
2022-01-05T10:16:51-03:00	570	32	63	SCD30
2022-01-05T10:16:53-03:00	567	32	63	SCD30
2022-01-05T10:16:55-03:00	564	32	63	SCD30
2022-01-05T10:16:57-03:00	561	32	63	SCD30
2022-01-05T10:16:59-03:00	558	32	63	SCD30
2022-01-05T10:17:01-03:00	555	32	63	SCD30
2022-01-05T10:17:04-03:00	554	32	63	SCD30
2022-01-05T10:17:06-03:00	550	32	63	SCD30
2022-01-05T10:17:08-03:00	545	32	63	SCD30
2022-01-05T10:17:10-03:00	542	32	63	SCD30
2022-01-05T10:17:12-03:00	540	32	63	SCD30
2022-01-05T10:17:14-03:00	537	32	63	SCD30
2022-01-05T10:17:17-03:00	534	32	63	SCD30
2022-01-05T10:17:19-03:00	532	32	63	SCD30
2022-01-05T10:17:21-03:00	528	32	63	SCD30
2022-01-05T10:17:23-03:00	525	32	63	SCD30
2022-01-05T10:17:25-03:00	521	32	63	SCD30
2022-01-05T10:17:27-03:00	515	32	63	SCD30
2022-01-05T10:17:29-03:00	512	32	63	SCD30
2022-01-05T10:17:31-03:00	516	32	63	SCD30
2022-01-05T10:17:33-03:00	519	32	63	SCD30
2022-01-05T10:17:35-03:00	514	32	63	SCD30
2022-01-05T10:17:37-03:00	511	32	63	SCD30
2022-01-05T10:17:39-03:00	509	32	63	SCD30
2022-01-05T10:17:42-03:00	505	32	63	SCD30
2022-01-05T10:17:44-03:00	501	32	63	SCD30
2022-01-05T10:17:46-03:00	504	32	63	SCD30
2022-01-05T10:17:48-03:00	501	32	63	SCD30
2022-01-05T10:17:50-03:00	502	32	63	SCD30
2022-01-05T10:17:52-03:00	501	32	63	SCD30
2022-01-05T10:17:55-03:00	500	32	63	SCD30
2022-01-05T10:17:57-03:00	501	32	63	SCD30
