2021-12-22T10:18:22-03:00	28.25	DS18B20-Celsius
2021-12-22T10:18:28-03:00	28.25	DS18B20-Celsius
2021-12-22T10:18:34-03:00	28.25	DS18B20-Celsius
2021-12-22T10:18:39-03:00	28.25	DS18B20-Celsius
2021-12-22T10:18:45-03:00	28.25	DS18B20-Celsius
2021-12-22T10:18:51-03:00	28.25	DS18B20-Celsius
2021-12-22T10:18:56-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:02-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:07-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:13-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:19-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:24-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:30-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:36-03:00	28.25	DS18B20-Celsius
2021-12-22T10:19:41-03:00	28.25	DS18B20-Celsius
