2021-11-10T09:20:54-03:00	400	0	400	0	CCS811
2021-11-10T09:20:55-03:00	400	0	400	0	CCS811
2021-11-10T09:20:56-03:00	400	0	400	0	CCS811
2021-11-10T09:20:57-03:00	400	0	400	0	CCS811
2021-11-10T09:20:58-03:00	400	0	400	0	CCS811
2021-11-10T09:20:59-03:00	400	0	400	0	CCS811
2021-11-10T09:21:00-03:00	400	0	400	0	CCS811
2021-11-10T09:21:01-03:00	428	4	400	0	CCS811
2021-11-10T09:21:02-03:00	400	0	400	0	CCS811
2021-11-10T09:21:03-03:00	432	4	400	0	CCS811
2021-11-10T09:21:04-03:00	400	0	400	0	CCS811
2021-11-10T09:21:05-03:00	405	0	400	0	CCS811
2021-11-10T09:21:06-03:00	424	3	400	0	CCS811
2021-11-10T09:21:07-03:00	400	0	400	0	CCS811
2021-11-10T09:21:08-03:00	418	2	400	0	CCS811
2021-11-10T09:21:09-03:00	400	0	407	1	CCS811
2021-11-10T09:21:10-03:00	424	3	400	0	CCS811
2021-11-10T09:21:11-03:00	410	1	400	0	CCS811
2021-11-10T09:21:12-03:00	400	0	400	0	CCS811
2021-11-10T09:21:13-03:00	400	0	413	1	CCS811
2021-11-10T09:21:14-03:00	400	0	400	0	CCS811
2021-11-10T09:21:15-03:00	400	0	408	1	CCS811
2021-11-10T09:21:16-03:00	408	1	400	0	CCS811
2021-11-10T09:21:17-03:00	400	0	400	0	CCS811
2021-11-10T09:21:18-03:00	400	0	400	0	CCS811
2021-11-10T09:21:19-03:00	400	0	400	0	CCS811
2021-11-10T09:21:20-03:00	448	7	400	0	CCS811
2021-11-10T09:21:21-03:00	434	5	446	7	CCS811
2021-11-10T09:21:22-03:00	400	0	427	4	CCS811
2021-11-10T09:21:23-03:00	414	2	423	3	CCS811
2021-11-10T09:21:24-03:00	410	1	400	0	CCS811
2021-11-10T09:21:25-03:00	400	0	410	1	CCS811
2021-11-10T09:21:26-03:00	400	0	400	0	CCS811
2021-11-10T09:21:27-03:00	400	0	400	0	CCS811
2021-11-10T09:21:28-03:00	400	0	411	1	CCS811
2021-11-10T09:21:29-03:00	427	4	408	1	CCS811
2021-11-10T09:21:30-03:00	425	3	400	0	CCS811
2021-11-10T09:21:31-03:00	403	0	451	7	CCS811
2021-11-10T09:21:32-03:00	408	1	408	1	CCS811
2021-11-10T09:21:33-03:00	400	0	426	3	CCS811
2021-11-10T09:21:34-03:00	400	0	418	2	CCS811
2021-11-10T09:21:35-03:00	446	7	418	2	CCS811
2021-11-10T09:21:36-03:00	427	4	400	0	CCS811
2021-11-10T09:21:37-03:00	427	4	409	1	CCS811
2021-11-10T09:21:38-03:00	400	0	400	0	CCS811
2021-11-10T09:21:39-03:00	448	7	400	0	CCS811
2021-11-10T09:21:40-03:00	438	5	400	0	CCS811
2021-11-10T09:21:41-03:00	400	0	416	2	CCS811
2021-11-10T09:21:42-03:00	400	0	413	1	CCS811
2021-11-10T09:21:43-03:00	446	7	408	1	CCS811
2021-11-10T09:21:44-03:00	446	7	400	0	CCS811
2021-11-10T09:21:45-03:00	438	5	459	8	CCS811
2021-11-10T09:21:46-03:00	405	0	451	7	CCS811
2021-11-10T09:21:47-03:00	422	3	433	5	CCS811
2021-11-10T09:21:48-03:00	405	0	433	5	CCS811
2021-11-10T09:21:49-03:00	416	2	400	0	CCS811
2021-11-10T09:21:50-03:00	405	0	456	8	CCS811
2021-11-10T09:21:51-03:00	409	1	405	0	CCS811
2021-11-10T09:21:52-03:00	400	0	447	7	CCS811
2021-11-10T09:21:53-03:00	400	0	438	5	CCS811
2021-11-10T09:21:54-03:00	444	6	413	1	CCS811
2021-11-10T09:21:55-03:00	418	2	434	5	CCS811
2021-11-10T09:21:56-03:00	405	0	427	4	CCS811
2021-11-10T09:21:57-03:00	425	3	427	4	CCS811
2021-11-10T09:21:58-03:00	418	2	425	3	CCS811
2021-11-10T09:21:59-03:00	401	0	418	2	CCS811
2021-11-10T09:22:00-03:00	400	0	416	2	CCS811
2021-11-10T09:22:02-03:00	461	9	413	1	CCS811
2021-11-10T09:22:03-03:00	461	9	413	1	CCS811
2021-11-10T09:22:04-03:00	400	0	408	1	CCS811
2021-11-10T09:22:05-03:00	400	0	400	0	CCS811
2021-11-10T09:22:06-03:00	405	0	450	7	CCS811
2021-11-10T09:22:07-03:00	433	5	443	6	CCS811
2021-11-10T09:22:08-03:00	427	4	400	0	CCS811
2021-11-10T09:22:09-03:00	447	7	406	0	CCS811
2021-11-10T09:22:10-03:00	451	7	400	0	CCS811
2021-11-10T09:22:11-03:00	417	2	457	8	CCS811
2021-11-10T09:22:12-03:00	400	0	457	8	CCS811
2021-11-10T09:22:13-03:00	445	6	427	4	CCS811
2021-11-10T09:22:14-03:00	441	6	400	0	CCS811
2021-11-10T09:22:15-03:00	400	0	444	6	CCS811
